index,inputs,context,topic,org_label,set-0,id,string_label,label
266,"(('a', 0, 49, 50),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,DT,train,266,7,7
267,"(('spot', 0, 51, 55),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NN,train,267,3,3
268,"(('in', 0, 56, 58),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,IN,train,268,2,2
269,"(('the', 0, 59, 62),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,DT,train,269,7,7
270,"(('MBA', 0, 63, 66),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NNP,train,270,16,16
271,"(('program', 0, 67, 74),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NN,train,271,3,3
272,"(('at', 0, 75, 77),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,IN,train,272,2,2
273,"(('Taiwan', 0, 78, 84),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NNP,train,273,16,16
274,"((""'s"", 0, 85, 87),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,POS,train,274,26,26
275,"(('most', 0, 88, 92),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,RBS,train,275,29,29
276,"(('illustrious', 0, 93, 104),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,JJ,train,276,0,0
277,"(('institution', 0, 105, 116),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NN,train,277,3,3
278,"(('of', 0, 117, 119),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,IN,train,278,2,2
279,"(('higher', 0, 120, 126),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,JJR,train,279,30,30
280,"(('education', 0, 127, 136),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NN,train,280,3,3
281,"(('-', 0, 137, 138),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,",",train,281,4,4
282,"(('National', 0, 139, 147),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NNP,train,282,16,16
283,"(('Taiwan', 0, 148, 154),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NNP,train,283,16,16
284,"(('University', 0, 155, 165),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NNP,train,284,16,16
285,"(('-', 0, 166, 167),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,",",train,285,4,4
286,"(('ensured', 0, 168, 175),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,VBD,train,286,28,28
287,"(('that', 0, 176, 180),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,IN,train,287,2,2
288,"(('the', 0, 181, 184),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,DT,train,288,7,7
289,"(('acceptance', 0, 185, 195),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NN,train,289,3,3
290,"(('rate', 0, 196, 200),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NN,train,290,3,3
291,"(('for', 0, 201, 204),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,IN,train,291,2,2
292,"(('the', 0, 205, 208),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,DT,train,292,7,7
293,"(('executive', 0, 209, 218),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NN,train,293,3,3
294,"(('graduate', 0, 219, 227),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NN,train,294,3,3
295,"(('school', 0, 228, 234),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NN,train,295,3,3
296,"(('was', 0, 235, 238),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,VBD,train,296,28,28
297,"(('even', 0, 239, 243),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,RB,train,297,9,9
298,"(('lower', 0, 244, 249),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,JJR,train,298,30,30
299,"(('than', 0, 250, 254),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,IN,train,299,2,2
300,"(('that', 0, 255, 259),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,DT,train,300,7,7
301,"(('for', 0, 260, 263),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,IN,train,301,2,2
302,"(('undergraduates', 0, 264, 278),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NNS,train,302,1,1
303,"(('taking', 0, 279, 285),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,VBG,train,303,10,10
304,"(('the', 0, 286, 289),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,DT,train,304,7,7
305,"(('national', 0, 290, 298),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,JJ,train,305,0,0
306,"(('university', 0, 299, 309),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NN,train,306,3,3
307,"(('entrance', 0, 310, 318),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NN,train,307,3,3
308,"(('examinations', 0, 319, 331),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,NNS,train,308,1,1
309,"(('.', 0, 332, 333),)","(""The crush of business professionals fighting for a spot in the MBA program at Taiwan 's most illustrious institution of higher education - National Taiwan University - ensured that the acceptance rate for the executive graduate school was even lower than that for undergraduates taking the national university entrance examinations ."",)",,.,train,309,8,8
310,"(('Various', 0, 0, 7),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,JJ,train,310,0,0
311,"(('indications', 0, 8, 19),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,NNS,train,311,1,1
312,"(('demonstrate', 0, 20, 31),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,VBP,train,312,12,12
313,"(('that', 0, 32, 36),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,IN,train,313,2,2
314,"(('the', 0, 37, 40),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,DT,train,314,7,7
315,"(('""', 0, 41, 42),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,``,train,315,31,31
316,"(('back', 0, 43, 47),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,RB,train,316,9,9
317,"(('flow', 0, 48, 52),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,NN,train,317,3,3
318,"(('education', 0, 53, 62),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,NN,train,318,3,3
319,"(('""', 0, 63, 64),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,'',train,319,32,32
320,"(('promoted', 0, 65, 73),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,VBN,train,320,6,6
321,"(('by', 0, 74, 76),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,IN,train,321,2,2
322,"(('the', 0, 77, 80),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,DT,train,322,7,7
323,"(('Ministry', 0, 81, 89),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,NNP,train,323,16,16
324,"(('of', 0, 90, 92),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,IN,train,324,2,2
325,"(('Education', 0, 93, 102),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,NNP,train,325,16,16
326,"(('has', 0, 103, 106),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,VBZ,train,326,5,5
327,"(('become', 0, 107, 113),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,VBN,train,327,6,6
328,"(('the', 0, 114, 117),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,DT,train,328,7,7
329,"(('hottest', 0, 118, 125),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,JJS,train,329,27,27
330,"(('investment', 0, 126, 136),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,NN,train,330,3,3
331,"(('undertaking', 0, 137, 148),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,NN,train,331,3,3
332,"(('among', 0, 149, 154),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,IN,train,332,2,2
333,"(('Taiwan', 0, 155, 161),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,NNP,train,333,16,16
334,"((""'s"", 0, 162, 164),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,POS,train,334,26,26
335,"(('universities', 0, 165, 177),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,NNS,train,335,1,1
336,"(('.', 0, 178, 179),)","('Various indications demonstrate that the "" back flow education "" promoted by the Ministry of Education has become the hottest investment undertaking among Taiwan \'s universities .',)",,.,train,336,8,8
337,"(('Three', 0, 0, 5),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,CD,train,337,11,11
338,"(('years', 0, 6, 11),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NNS,train,338,1,1
339,"(('ago', 0, 12, 15),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,RB,train,339,9,9
340,"((',', 0, 16, 17),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,",",train,340,4,4
341,"(('in', 0, 18, 20),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,IN,train,341,2,2
342,"(('the', 0, 21, 24),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,DT,train,342,7,7
343,"(('effort', 0, 25, 31),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NN,train,343,3,3
344,"(('to', 0, 32, 34),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,TO,train,344,13,13
345,"(('establish', 0, 35, 44),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,VB,train,345,14,14
346,"(('a', 0, 45, 46),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,DT,train,346,7,7
347,"(('greater', 0, 47, 54),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,JJR,train,347,30,30
348,"(('diversity', 0, 55, 64),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NN,train,348,3,3
349,"(('of', 0, 65, 67),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,IN,train,349,2,2
350,"(('higher', 0, 68, 74),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,JJR,train,350,30,30
351,"(('educational', 0, 75, 86),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,JJ,train,351,0,0
352,"(('avenues', 0, 87, 94),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NNS,train,352,1,1
353,"((',', 0, 95, 96),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,",",train,353,4,4
354,"(('the', 0, 97, 100),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,DT,train,354,7,7
355,"(('Ministry', 0, 101, 109),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NNP,train,355,16,16
356,"(('of', 0, 110, 112),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,IN,train,356,2,2
357,"(('Education', 0, 113, 122),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NNP,train,357,16,16
358,"(('-LRB-', 0, 123, 128),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,-LRB-,train,358,17,17
359,"(('MOE', 0, 129, 132),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NNP,train,359,16,16
360,"(('-RRB-', 0, 133, 138),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,-RRB-,train,360,18,18
361,"(('greatly', 0, 139, 146),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,RB,train,361,9,9
362,"(('increased', 0, 147, 156),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,VBD,train,362,28,28
363,"(('the', 0, 157, 160),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,DT,train,363,7,7
364,"(('number', 0, 161, 167),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NN,train,364,3,3
365,"(('of', 0, 168, 170),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,IN,train,365,2,2
366,"(('MA', 0, 171, 173),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NN,train,366,3,3
367,"(('degrees', 0, 174, 181),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NNS,train,367,1,1
368,"(('open', 0, 182, 186),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,JJ,train,368,0,0
369,"(('to', 0, 187, 189),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,IN,train,369,2,2
370,"(('professionals', 0, 190, 203),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NNS,train,370,1,1
371,"(('in', 0, 204, 206),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,IN,train,371,2,2
372,"(('the', 0, 207, 210),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,DT,train,372,7,7
373,"(('workforce', 0, 211, 220),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NN,train,373,3,3
374,"((',', 0, 221, 222),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,",",train,374,4,4
375,"(('steadily', 0, 223, 231),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,RB,train,375,9,9
376,"(('reducing', 0, 232, 240),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,VBG,train,376,10,10
